"2022-09"	3.8484848484848486
"2022-10"	3.8903296703296704
"2022-11"	3.924819773429454
"2022-12"	3.934214002642008
"2023-01"	3.8974158183241974
"2023-02"	3.8627254509018036
"2023-03"	3.851339417132764
"2023-04"	3.8772231784279976
"2023-05"	3.763803680981595
"2023-06"	3.872168284789644
"2023-07"	3.8195652173913044
"2023-08"	4.155367231638418
"2023-09"	4.633333333333334
"2020-02"	4.008213552361396
"2020-03"	3.9835371020457573
"2020-04"	3.8600793875815143
"2020-05"	3.893700787401575
"2020-06"	3.921410025963651
"2020-07"	3.995628047755171
"2020-08"	4.022751628060341
"2020-09"	4.006021962451293
"2022-02"	3.6065366558324303
"2022-03"	3.6895435415992233
"2022-04"	3.704621692135669
"2022-05"	3.7652545666537116
"2022-06"	3.7506345177664975
"2022-07"	3.8088971269694163
"2022-08"	3.810483870967742
"2017-11"	3.910993740219092
"2017-12"	3.9100272055965797
"2018-01"	3.9159181269327052
"2018-02"	3.928472462764115
"2018-03"	3.9227046054561456
"2018-04"	3.944864864864865
"2016-02"	4.126763717805151
"2016-03"	4.132806476484194
"2016-04"	4.131881934268369
"2016-05"	4.1166464155528555
"2016-06"	4.202378631312147
"2016-07"	4.128219178082192
"2016-08"	4.126101226463984
"2016-09"	4.064239028944911
"2016-10"	4.064778826577827
"2016-11"	4.057175970639366
"2016-12"	4.090338019742746
"2017-01"	4.120776419841841
"2017-02"	4.092722571111932
"2017-03"	4.062628336755647
"2017-04"	4.001388165885824
"2017-05"	4.056752873563219
"2017-06"	4.014770765394207
"2017-07"	4.036446886446886
"2017-08"	3.993161224140879
"2017-09"	4.028459821428571
"2017-10"	3.9684760305913076
"2021-02"	3.858008075370121
"2021-03"	3.850448015929455
"2021-04"	3.8361113264594153
"2021-05"	3.7916447714135577
"2021-06"	3.7430370764591094
"2021-07"	3.754201108184213
"2021-08"	3.6834949409780777
"2021-09"	3.6365510550569975
"2021-10"	3.607125062282013
"2021-11"	3.621223508191793
"2021-12"	3.635437881873727
"2022-01"	3.6867128909013727
"2020-10"	3.9354263894781503
"2020-11"	3.9402296594366475
"2020-12"	3.9447395476353666
"2021-01"	3.9535916679430234
"2019-06"	4.055946558511272
"2019-07"	4.093746912970463
"2019-08"	4.012235945977144
"2019-09"	4.045992943548387
"2015-02"	4.202643171806168
"2015-03"	4.188637089052027
"2015-04"	4.206551724137931
"2015-05"	4.204832713754647
"2015-06"	4.229477611940299
"2015-07"	4.154746423927178
"2015-08"	4.18688628444726
"2015-09"	4.112125162972621
"2015-10"	4.102191943127962
"2015-11"	4.101027900146843
"2015-12"	4.147674418604651
"2016-01"	4.124398625429553
"2018-05"	3.9274059274059274
"2018-06"	3.986835527412098
"2018-07"	3.998014054384357
"2018-08"	4.008940748598272
"2018-09"	3.950044014084507
"2018-10"	3.998867710888847
"2018-11"	3.9998124179328456
"2018-12"	4.020542695078952
"2019-01"	4.056036203913217
"2019-02"	3.9741494329553033
"2019-03"	3.9929193899782134
"2019-04"	3.9955871886120997
"2019-05"	4.071845415639995
"2000-11"	5.0
"2001-01"	3.5
"2001-03"	5.0
"2001-04"	4.0
"2001-09"	5.0
"2001-10"	5.0
"2001-11"	5.0
"2002-01"	5.0
"2002-02"	5.0
"2002-06"	4.333333333333333
"2002-07"	4.0
"2002-08"	5.0
"2002-09"	4.75
"2002-10"	3.0
"2002-11"	4.5
"2002-12"	4.333333333333333
"2003-01"	4.0
"2003-02"	5.0
"2003-03"	4.666666666666667
"2003-04"	4.666666666666667
"2003-05"	4.166666666666667
"2003-06"	4.0
"2003-07"	4.2
"2003-08"	5.0
"2003-09"	4.0
"2003-10"	4.5
"2003-11"	4.625
"2003-12"	4.142857142857143
"2004-01"	4.555555555555555
"2004-02"	4.0
"2004-03"	4.6
"2004-04"	4.666666666666667
